127.0.0.1 - - [20/Nov/2014:11:21:25 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:21:46 +0530] "GET /vision/user/images/loginform/name.jpg HTTP/1.1" 200 1030
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:14 +0530] "POST /vision/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:14 +0530] "GET /vision/user/jsp%20files/afterlogin/afterlogin_index.jsp HTTP/1.1" 200 7887
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/css%20files/slider.css HTTP/1.1" 200 2740
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/css%20files/grid.css HTTP/1.1" 200 9176
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/js%20files/grid.js HTTP/1.1" 200 8491
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/js%20files/slider.js HTTP/1.1" 200 15282
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/loginform/user1.png HTTP/1.1" 200 1862
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC02654-qpr.jpg HTTP/1.1" 200 77814
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC01672-qpr.jpg HTTP/1.1" 200 198312
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC02647-qpr.jpg HTTP/1.1" 200 130388
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/css%20files/images/slider/loading.gif HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC00619-qpr.jpg HTTP/1.1" 200 96450
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC00779-qpr.jpg HTTP/1.1" 200 55305
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC00834-qpr.jpg HTTP/1.1" 200 67695
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC00792-qpr.jpg HTTP/1.1" 200 118435
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC_1164-qpr.jpg HTTP/1.1" 200 138940
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/grid/6.jpg HTTP/1.1" 200 53068
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/grid/5.jpg HTTP/1.1" 200 148618
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/grid/4.jpg HTTP/1.1" 200 79822
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/grid/3.jpg HTTP/1.1" 200 112777
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC00804-qpr.jpg HTTP/1.1" 200 102177
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/grid/2.gif HTTP/1.1" 200 163244
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC02639-qpr.jpg HTTP/1.1" 200 92059
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/grid/1.jpg HTTP/1.1" 200 329745
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC02603-qpr.jpg HTTP/1.1" 200 75238
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:15 +0530] "GET /vision/user/images/slider/DSC00780-qpr.jpg HTTP/1.1" 200 82286
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:16 +0530] "GET /vision/user/images/slider/DSC01215-qpr.jpg HTTP/1.1" 200 67726
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:16 +0530] "GET /vision/user/images/slider/bullet.png HTTP/1.1" 200 836
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:20 +0530] "GET /vision/user/jsp%20files/hotels/hotels.jsp HTTP/1.1" 200 3102
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:20 +0530] "GET /vision/user/js%20files/hotels.js HTTP/1.1" 200 1962
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:55 +0530] "GET /vision/user/jsp%20files/hotels/hotels.jsp HTTP/1.1" 200 3102
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:55 +0530] "GET /vision/user/js%20files/hotels.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:22:55 +0530] "GET /vision/user/images/background/parquet_flooring-1920x1200.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:17 +0530] "POST /vision/HotelSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:17 +0530] "GET /vision/user/jsp%20files/hotels/luxuryhotels.jsp HTTP/1.1" 200 3322
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:25 +0530] "GET /vision/HotelServlet?h_name=Taj%20Lake%20Palace HTTP/1.1" 200 6168
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:25 +0530] "GET /vision/HotelServlet?h_name=Taj%20Lake%20Palace HTTP/1.1" 200 6168
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:25 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 170697
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:30 +0530] "GET /vision/HotelServlet?h_name=Leela%20Palace%20Kempinski HTTP/1.1" 200 5456
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:30 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 98955
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:35 +0530] "GET /vision/HotelServlet?h_name=Trident%20Udaipur HTTP/1.1" 200 6632
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:35 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 55734
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:52 +0530] "GET /vision/HotelServlet?h_name=The%20Lalit%20Laxmi%20Vilas%20Palace HTTP/1.1" 200 6067
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:52 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 311925
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:58 +0530] "GET /vision/HotelServlet?h_name=The%20Oberoi%20Udaivilas HTTP/1.1" 200 6817
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:23:58 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 168012
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:26 +0530] "GET /vision/user/jsp%20files/restaurants/restaurants.jsp HTTP/1.1" 200 3089
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:26 +0530] "GET /vision/user/js%20files/restaurants.js HTTP/1.1" 200 1977
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:34 +0530] "POST /vision/RestaurantSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:34 +0530] "GET /vision/user/jsp%20files/restaurants/rajasthani.jsp HTTP/1.1" 200 8822
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:34 +0530] "GET /vision/user/images/restaurants/natraj%20dining.jpg HTTP/1.1" 200 84216
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:34 +0530] "GET /vision/user/images/restaurants/welcome-entrance.jpg HTTP/1.1" 200 43946
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:34 +0530] "GET /vision/user/images/restaurants/natraj.jpg HTTP/1.1" 200 48354
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:34 +0530] "GET /vision/user/images/restaurants/bawarchi-restaurant-dining-550x330.jpg HTTP/1.1" 200 52379
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:34 +0530] "GET /vision/user/images/restaurants/Seating.jpg HTTP/1.1" 200 113215
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:46 +0530] "GET /vision/user/jsp%20files/restaurants/rajasthani2.jsp HTTP/1.1" 200 8849
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:47 +0530] "GET /vision/user/images/restaurants/whistling-teal.jpg HTTP/1.1" 200 43617
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:47 +0530] "GET /vision/user/images/restaurants/garden%20rest.jpg HTTP/1.1" 200 30208
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:47 +0530] "GET /vision/user/images/restaurants/maharana.jpg HTTP/1.1" 200 48181
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:47 +0530] "GET /vision/user/images/restaurants/khana-Khazana.jpg HTTP/1.1" 200 58191
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:47 +0530] "GET /vision/user/images/restaurants/aapni.jpg HTTP/1.1" 200 59425
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:37:57 +0530] "GET /vision/user/jsp%20files/restaurants/rajasthani.jsp HTTP/1.1" 200 8822
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:04 +0530] "POST /vision/RestaurantSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:04 +0530] "GET /vision/user/jsp%20files/restaurants/multicuisine.jsp HTTP/1.1" 200 8680
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:04 +0530] "GET /vision/user/images/restaurants/pantya.jpg HTTP/1.1" 200 11933
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:04 +0530] "GET /vision/user/images/restaurants/saffire.jpg HTTP/1.1" 200 11013
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:05 +0530] "GET /vision/user/images/restaurants/parkview1.jpg HTTP/1.1" 200 59895
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:05 +0530] "GET /vision/user/images/restaurants/India-Udaipur-Jheel.jpg HTTP/1.1" 200 28430
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:05 +0530] "GET /vision/user/images/restaurants/sunset-terrace.jpg HTTP/1.1" 200 39596
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:20 +0530] "GET /vision/user/jsp%20files/restaurants/multicuisine2.jsp HTTP/1.1" 200 8551
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:20 +0530] "GET /vision/user/images/restaurants/vatika.jpg HTTP/1.1" 200 70796
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:20 +0530] "GET /vision/user/images/restaurants/jagat.jpeg HTTP/1.1" 200 75876
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:20 +0530] "GET /vision/user/images/restaurants/hukum.jpg HTTP/1.1" 200 15628
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:20 +0530] "GET /vision/user/images/restaurants/Lake%20Palace,%20Udaipur.jpg HTTP/1.1" 200 141428
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:38:30 +0530] "GET /vision/user/jsp%20files/restaurants/multicuisine.jsp HTTP/1.1" 200 8680
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:07 +0530] "POST /vision/RestaurantSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:07 +0530] "GET /vision/user/jsp%20files/restaurants/roadside.jsp HTTP/1.1" 200 7747
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:07 +0530] "GET /vision/user/js%20files/scroll.js HTTP/1.1" 200 4701
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:07 +0530] "GET /vision/user/images/restaurants/bombay-pav-bhaji-640x480.jpg HTTP/1.1" 200 130034
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:07 +0530] "GET /vision/user/images/restaurants/pandit-ji-aloo-bade-640x480.jpg HTTP/1.1" 200 116058
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:07 +0530] "GET /vision/user/images/restaurants/american-bhutta-640x480.jpg HTTP/1.1" 200 134033
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:15 +0530] "POST /vision/RestaurantSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:15 +0530] "GET /vision/user/jsp%20files/restaurants/international.jsp HTTP/1.1" 200 8281
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:15 +0530] "GET /vision/user/images/restaurants/mc%20donald.jpg HTTP/1.1" 200 10713
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:15 +0530] "GET /vision/user/images/restaurants/kfc-udaipur2.jpg HTTP/1.1" 200 155889
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:15 +0530] "GET /vision/user/images/restaurants/Pizza-hut-udaipur.jpg HTTP/1.1" 200 461936
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:15 +0530] "GET /vision/user/images/restaurants/Cafe%20Coffee%20Day2.jpg HTTP/1.1" 200 39712
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:44 +0530] "POST /vision/RestaurantSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:44 +0530] "GET /vision/user/jsp%20files/restaurants/multicuisine.jsp HTTP/1.1" 200 8680
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:44 +0530] "GET /vision/user/images/restaurants/India-Udaipur-Jheel.jpg HTTP/1.1" 200 28430
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:44 +0530] "GET /vision/user/images/restaurants/parkview1.jpg HTTP/1.1" 200 59895
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:44 +0530] "GET /vision/user/images/restaurants/saffire.jpg HTTP/1.1" 200 11013
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:44 +0530] "GET /vision/user/images/restaurants/sunset-terrace.jpg HTTP/1.1" 200 39596
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:39:44 +0530] "GET /vision/user/images/restaurants/pantya.jpg HTTP/1.1" 200 11933
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:20 +0530] "GET /vision/LogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:20 +0530] "GET /vision/user/jsp%20files/index/index.jsp HTTP/1.1" 200 3064
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:20 +0530] "GET /vision/user/css%20files/images/slider/loading.gif HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:37 +0530] "GET /vision/admin/adminlogin.jsp HTTP/1.1" 200 1605
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:37 +0530] "GET /vision/admin/admin_login.js HTTP/1.1" 200 2353
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:48 +0530] "POST /vision/AdminLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:48 +0530] "GET /vision/admin/administrator.jsp HTTP/1.1" 200 1093
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:50 +0530] "GET /vision/ViewFeedbackServlet HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [20/Nov/2014:11:58:57 +0530] "GET /vision/ViewUserServlet HTTP/1.1" 200 1972
0:0:0:0:0:0:0:1 - - [20/Nov/2014:12:00:48 +0530] "GET /vision/DeleteUserServlet?val=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2014:12:00:48 +0530] "GET /vision/ViewUserServlet HTTP/1.1" 200 1724
0:0:0:0:0:0:0:1 - - [20/Nov/2014:12:01:08 +0530] "GET /vision/ViewFeedbackServlet HTTP/1.1" 200 988
